CONTRACT_KEY,EMP_CODE,CONTRACT_CODE,CONTRACT_START_DATE,CONTRACT_END_DATE,PAID_HOURS,CONTRACT_QUALIF_CODE,CONTRACT_TYPE_CODE,DATE_DEBUT_CONTRAT,NUDOSS,QUALIFDESCRIPTION
3374_20150401_20160301,3374,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-04-01,3374,Employé                                      
3375_20150701_20160301,3375,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3375,Employé                                      
3376_20150701_20160301,3376,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3376,Employé                                      
3377_20150401_20150630,3377,C01,2015-04-01,2015-06-30 00:00:00,100.0,EMP     ,IE      ,2015-04-01,3377,Employé                                      
3377_20150401_20160301,3377,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-04-01,3377,Employé                                      
3378_20150401_20150505,3378,C01,2015-04-01,2015-05-05 00:00:00,100.0,EMP     ,IE      ,2015-04-01,3378,Employé                                      
3379_20150401_20150505,3379,C01,2015-04-01,2015-05-05 00:00:00,100.0,EMP     ,IE      ,2015-04-01,3379,Employé                                      
3380_20150401_20161229,3380,C01,2015-04-01,2016-12-29 00:00:00,100.0,EMP     ,IE      ,2015-04-01,3380,Employé                                      
3381_20150401_20150630,3381,C01,2015-04-01,2015-06-30 00:00:00,100.0,EMP     ,IE      ,2015-04-01,3381,Employé                                      
3381_20150401_20160301,3381,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-04-01,3381,Employé                                      
3382_20150401_20150630,3382,C01,2015-04-01,2015-06-30 00:00:00,100.0,EMP     ,IE      ,2015-04-01,3382,Employé                                      
3382_20150401_20160301,3382,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-04-01,3382,Employé                                      
3383_20150701_20160301,3383,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3383,Employé                                      
3384_20150701_20160301,3384,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3384,Employé                                      
3385_20150701_20150815,3385,C01,2015-07-01,2015-08-15 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3385,Employé                                      
3385_20150701_20160301,3385,C01,2015-08-16,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3385,Employé                                      
3386_20150701_20150720,3386,C01,2015-07-01,2015-07-20 00:00:00,100.0,OUM     ,OI      ,2015-07-01,3386,Ouvrier mensuel                              
3386_20150701_20160301,3386,C01,2015-07-21,2016-03-01 00:00:00,100.0,OUM     ,OI      ,2015-07-01,3386,Ouvrier mensuel                              
3387_20150701_20160301,3387,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3387,Employé                                      
3388_20150701_20160301,3388,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3388,Employé                                      
3389_20150701_20160301,3389,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3389,Employé                                      
3390_20150701_20160301,3390,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3390,Employé                                      
3391_20120401_20160301,3391,C01,2012-04-01,2016-03-01 00:00:00,100.0,PRE     ,IE      ,2012-04-01,3391,Prépensionné                                 
3392_20120401_20150714,3392,C01,2012-04-01,2015-07-14 00:00:00,100.0,EMP     ,IE      ,2012-04-01,3392,Employé                                      
3392_20120401_20160301,3392,C01,2015-07-15,2016-03-01 00:00:00,100.0,PRE     ,IE      ,2012-04-01,3392,Prépensionné                                 
3305_20140401_20160301,3305,C01,2014-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2014-04-01,3305,Employé                                      
3306_20140401_20160301,3306,C01,2014-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2014-04-01,3306,Employé                                      
3307_20140401_20150730,3307,C01,2014-04-01,2015-07-30 00:00:00,100.0,EMP     ,IE      ,2014-04-01,3307,Employé                                      
3308_20140401_20160301,3308,C01,2014-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2014-04-01,3308,Employé                                      
3309_20140401_20160301,3309,C01,2014-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2014-04-01,3309,Employé                                      
3342_20150802_20150714,3342,C01,2012-04-01,2015-07-14 00:00:00,100.0,EMP     ,IE      ,2015-08-02,3342,Employé                                      
3342_20120401_20150714,3342,C01,2012-04-01,2015-07-14 00:00:00,100.0,EMP     ,IE      ,2012-04-01,3342,Employé                                      
3342_20150802_20150730,3342,C01,2015-07-15,2015-07-30 00:00:00,50.0,EMP     ,IE      ,2015-08-02,3342,Employé                                      
3342_20120401_20150730,3342,C01,2015-07-15,2015-07-30 00:00:00,50.0,EMP     ,IE      ,2012-04-01,3342,Employé                                      
3344_20120401_29991231,3344,C01,2012-04-01,2999-12-31 00:00:00,100.0,EMP     ,IE      ,2012-04-01,3344,Employé                                      
3346_20120401_20150630,3346,C01,2012-04-01,2015-06-30 00:00:00,50.0,EMP     ,IE      ,2012-04-01,3346,Employé                                      
3346_20120401_20160301,3346,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2012-04-01,3346,Employé                                      
3347_20130401_20150701,3347,C01,2013-04-01,2015-07-01 00:00:00,50.0,EMP     ,IE      ,2013-04-01,3347,Employé                                      
3347_20130401_20160301,3347,C01,2015-07-02,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3347,Employé                                      
3348_20130401_20160301,3348,C01,2013-04-01,2016-03-01 00:00:00,50.0,EMP     ,IE      ,2013-04-01,3348,Employé                                      
3349_20120401_20160301,3349,C01,2012-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2012-04-01,3349,Employé                                      
3350_20120401_20160301,3350,C01,2012-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2012-04-01,3350,Employé                                      
3351_20141001_20160301,3351,C01,2014-10-01,2016-03-01 00:00:00,100.0,ETM     ,IE      ,2014-10-01,3351,Etudiant mensuel                             
3352_20120401_20160301,3352,C01,2012-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2012-04-01,3352,Employé                                      
3353_20130401_20160301,3353,C01,2013-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3353,Employé                                      
3354_20150801_20150828,3354,C01,2015-08-01,2015-08-28 00:00:00,100.0,EMP     ,IE      ,2015-08-01,3354,Employé                                      
3355_20141001_20160301,3355,C01,2014-10-01,2016-03-01 00:00:00,100.0,ETM     ,IE      ,2014-10-01,3355,Etudiant mensuel                             
3356_20130401_20150818,3356,C01,2013-04-01,2015-08-18 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3356,Employé                                      
3356_20130401_20150826,3356,C01,2015-08-19,2015-08-26 00:00:00,80.0,EMP     ,IE      ,2013-04-01,3356,Employé                                      
3356_20130401_20160301,3356,C01,2015-08-27,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3356,Employé                                      
3357_20130401_20150925,3357,C01,2013-04-01,2015-09-25 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3357,Employé                                      
3357_20130401_20160301,3357,C01,2015-09-26,2016-03-01 00:00:00,50.0,EMP     ,IE      ,2013-04-01,3357,Employé                                      
521_20150102_20160214,521,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DD      ,2015-01-02,521,Administrateur                               
521_20150101_20160214,521,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DD      ,2015-01-01,521,Administrateur                               
521_20090101_20160214,521,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DD      ,2009-01-01,521,Administrateur                               
521_20150102_20160214,521,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DD      ,2015-01-02,521,Agent administratif                          
521_20150101_20160214,521,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DD      ,2015-01-01,521,Agent administratif                          
521_20090101_20160214,521,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DD      ,2009-01-01,521,Agent administratif                          
1301_20150101_20160214,1301,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DI      ,2015-01-01,1301,Administrateur                               
1301_20141001_20160214,1301,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DI      ,2014-10-01,1301,Administrateur                               
1301_20150101_20160214,1301,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DI      ,2015-01-01,1301,Agent administratif                          
1301_20141001_20160214,1301,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DI      ,2014-10-01,1301,Agent administratif                          
1302_20150101_20160214,1302,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DI      ,2015-01-01,1302,Administrateur                               
1302_20141001_20160214,1302,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DI      ,2014-10-01,1302,Administrateur                               
1302_20150101_20160214,1302,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DI      ,2015-01-01,1302,Agent administratif                          
1302_20141001_20160214,1302,C01,2015-01-01,2016-02-14 00:00:00,100.0,ADM     ,DI      ,2014-10-01,1302,Agent administratif                          
3941_20150101_20160221,3941,C01,2015-01-01,2016-02-21 00:00:00,100.0,EMP     ,IE      ,2015-01-01,3941,Employé                                      
3315_20150801_20150731,3315,C01,2015-07-01,2015-07-31 00:00:00,100.0,EMP     ,IE      ,2015-08-01,3315,Employé                                      
3315_20150701_20150731,3315,C01,2015-07-01,2015-07-31 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3315,Employé                                      
3315_20150801_20160301,3315,C01,2015-08-01,2016-03-01 00:00:00,50.0,EMP     ,IE      ,2015-08-01,3315,Employé                                      
3315_20150701_20160301,3315,C01,2015-08-01,2016-03-01 00:00:00,50.0,EMP     ,IE      ,2015-07-01,3315,Employé                                      
3315_20150801_29991231,3315,C02,2015-08-01,2999-12-31 00:00:00,50.0,EMP     ,IE      ,2015-08-01,3315,Employé                                      
3315_20150701_29991231,3315,C02,2015-08-01,2999-12-31 00:00:00,50.0,EMP     ,IE      ,2015-07-01,3315,Employé                                      
3316_20120401_20160301,3316,C01,2012-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2012-04-01,3316,Employé                                      
4021_20150101_29991231,4021,C01,2015-01-01,2999-12-31 00:00:00,100.0,ETM     ,ET      ,2015-01-01,4021,Etudiant mensuel                             
3359_20130401_20160301,3359,C01,2013-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3359,Employé                                      
3360_20150701_20160301,3360,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3360,Employé                                      
3361_20150701_20150702,3361,C01,2015-07-01,2015-07-02 00:00:00,100.0,ETM     ,ET      ,2015-07-01,3361,Etudiant mensuel                             
3361_20150701_20150827,3361,C01,2015-08-23,2015-08-27 00:00:00,100.0,ETM     ,ET      ,2015-07-01,3361,Etudiant mensuel                             
3362_20150701_20150702,3362,C01,2015-07-01,2015-07-02 00:00:00,50.0,ETM     ,ET      ,2015-07-01,3362,Etudiant mensuel                             
3362_20150701_20150825,3362,C01,2015-08-23,2015-08-25 00:00:00,50.0,ETM     ,ET      ,2015-07-01,3362,Etudiant mensuel                             
3363_20150701_20160301,3363,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3363,Employé                                      
3393_20120401_20160301,3393,C01,2012-04-01,2016-03-01 00:00:00,50.0,EMP     ,IE      ,2012-04-01,3393,Employé                                      
3394_20120401_20160301,3394,C01,2012-04-01,2016-03-01 00:00:00,50.0,EMP     ,IE      ,2012-04-01,3394,Employé                                      
3641_20150101_29991231,3641,C01,2015-01-01,2999-12-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,3641,Employé                                      
3661_20150101_29991231,3661,C01,2015-01-01,2999-12-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,3661,Employé                                      
3922_20160101_20160430,3922,C01,2015-01-01,2016-04-30 00:00:00,100.0,ETM     ,IE      ,2016-01-01,3922,Etudiant mensuel                             
3922_20150101_20160430,3922,C01,2015-01-01,2016-04-30 00:00:00,100.0,ETM     ,IE      ,2015-01-01,3922,Etudiant mensuel                             
4061_20150101_29991231,4061,C01,2015-01-01,2999-12-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,4061,Employé                                      
3342_20150802_29991231,3342,C01,2015-08-02,2999-12-31 00:00:00,100.0,EMP     ,A1      ,2015-08-02,3342,Employé                                      
3342_20120401_29991231,3342,C01,2015-08-02,2999-12-31 00:00:00,100.0,EMP     ,A1      ,2012-04-01,3342,Employé                                      
4401_20150101_20160301,4401,C01,2015-01-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-01-01,4401,Employé                                      
4422_20150101_20160301,4422,C01,2015-01-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-01-01,4422,Employé                                      
4861_20150101_20150731,4861,C01,2015-01-01,2015-07-31 00:00:00,100.0,EMP     ,A1      ,2015-01-01,4861,Employé                                      
5221_20150101_20180531,5221,C01,2015-01-01,2018-05-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,5221,Employé                                      
5221_20150101_20180531,5221,C01,2015-01-01,2018-05-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,5221,Employé                                      
3313_20140401_20140430,3313,C01,2014-04-01,2014-04-30 00:00:00,100.0,ETM     ,ET      ,2014-04-01,3313,Etudiant mensuel                             
3313_20140401_20150731,3313,C01,2015-07-25,2015-07-31 00:00:00,100.0,ETM     ,ET      ,2014-04-01,3313,Etudiant mensuel                             
3313_20140401_20150930,3313,C01,2015-09-25,2015-09-30 00:00:00,100.0,ETM     ,ET      ,2014-04-01,3313,Etudiant mensuel                             
3314_20150716_20160301,3314,C01,2014-04-01,2016-03-01 00:00:00,30.0,EMP     ,IE      ,2015-07-16,3314,Employé                                      
3314_20140401_20160301,3314,C01,2014-04-01,2016-03-01 00:00:00,30.0,EMP     ,IE      ,2014-04-01,3314,Employé                                      
3314_20140401_20160301,3314,C01,2014-04-01,2016-03-01 00:00:00,30.0,EMP     ,IE      ,2014-04-01,3314,Employé                                      
3314_20140401_20160301,3314,C01,2014-04-01,2016-03-01 00:00:00,30.0,EMP     ,IE      ,2014-04-01,3314,Employé                                      
3314_20150716_29991231,3314,C02,2014-04-01,2999-12-31 00:00:00,50.0,EMP     ,IE      ,2015-07-16,3314,Employé                                      
3314_20140401_29991231,3314,C02,2014-04-01,2999-12-31 00:00:00,50.0,EMP     ,IE      ,2014-04-01,3314,Employé                                      
3314_20140401_29991231,3314,C02,2014-04-01,2999-12-31 00:00:00,50.0,EMP     ,IE      ,2014-04-01,3314,Employé                                      
3314_20140401_29991231,3314,C02,2014-04-01,2999-12-31 00:00:00,50.0,EMP     ,IE      ,2014-04-01,3314,Employé                                      
3314_20150716_20150715,3314,C03,2014-04-01,2015-07-15 00:00:00,20.0,EMP     ,IE      ,2015-07-16,3314,Employé                                      
3314_20140401_20150715,3314,C03,2014-04-01,2015-07-15 00:00:00,20.0,EMP     ,IE      ,2014-04-01,3314,Employé                                      
3314_20140401_20150715,3314,C03,2014-04-01,2015-07-15 00:00:00,20.0,EMP     ,IE      ,2014-04-01,3314,Employé                                      
3314_20140401_20150715,3314,C03,2014-04-01,2015-07-15 00:00:00,20.0,EMP     ,IE      ,2014-04-01,3314,Employé                                      
3314_20150716_29991231,3314,C04,2015-07-16,2999-12-31 00:00:00,20.0,EMP     ,IE      ,2015-07-16,3314,Employé                                      
3314_20140401_29991231,3314,C04,2015-07-16,2999-12-31 00:00:00,20.0,EMP     ,IE      ,2014-04-01,3314,Employé                                      
3314_20140401_29991231,3314,C04,2015-07-16,2999-12-31 00:00:00,20.0,EMP     ,IE      ,2014-04-01,3314,Employé                                      
3314_20140401_29991231,3314,C04,2015-07-16,2999-12-31 00:00:00,20.0,EMP     ,IE      ,2014-04-01,3314,Employé                                      
3317_20120401_20160301,3317,C01,2012-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2012-04-01,3317,Employé                                      
3318_20120401_20160301,3318,C01,2012-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2012-04-01,3318,Employé                                      
3319_20130401_20161229,3319,C01,2013-04-01,2016-12-29 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3319,Employé                                      
3320_20130401_20160301,3320,C01,2013-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3320,Employé                                      
3321_20130401_20160218,3321,C01,2013-04-01,2016-02-18 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3321,Employé                                      
3322_20130401_20160301,3322,C01,2013-04-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3322,Employé                                      
3323_20130401_20150630,3323,C01,2013-04-01,2015-06-30 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3323,Employé                                      
3323_20130401_20160301,3323,C01,2015-07-01,2016-03-01 00:00:00,50.0,EMP     ,IE      ,2013-04-01,3323,Employé                                      
3324_20161130_20150814,3324,C01,2013-04-01,2015-08-14 00:00:00,100.0,EMP     ,IE      ,2016-11-30,3324,Employé                                      
3324_20130401_20150814,3324,C01,2013-04-01,2015-08-14 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3324,Employé                                      
3324_20161130_20160301,3324,C01,2015-08-15,2016-03-01 00:00:00,50.0,EMP     ,IE      ,2016-11-30,3324,Employé                                      
3324_20130401_20160301,3324,C01,2015-08-15,2016-03-01 00:00:00,50.0,EMP     ,IE      ,2013-04-01,3324,Employé                                      
3325_20120401_20160301,3325,C01,2012-04-01,2016-03-01 00:00:00,50.0,EMP     ,IE      ,2012-04-01,3325,Employé                                      
3371_20150701_20160301,3371,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3371,Employé                                      
3372_20120401_20160301,3372,C01,2012-04-01,2016-03-01 00:00:00,100.0,PRE     ,IE      ,2012-04-01,3372,Prépensionné                                 
3373_20120401_20150714,3373,C01,2012-04-01,2015-07-14 00:00:00,100.0,EMP     ,IE      ,2012-04-01,3373,Employé                                      
3374_20150401_20150630,3374,C01,2015-04-01,2015-06-30 00:00:00,100.0,EMP     ,IE      ,2015-04-01,3374,Employé                                      
5281_20150101_29991231,5281,C01,2015-01-01,2999-12-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,5281,Employé                                      
5282_20150101_29991231,5282,C01,2015-01-01,2999-12-31 00:00:00,100.0,OUM     ,OI      ,2015-01-01,5282,Ouvrier mensuel                              
5222_20150101_20150331,5222,C01,2015-01-01,2015-03-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,5222,Employé                                      
5222_20150101_20150331,5222,C01,2015-01-01,2015-03-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,5222,Employé                                      
5223_20150101_20150331,5223,C01,2015-01-01,2015-03-31 00:00:00,50.0,OUM     ,OI      ,2015-01-01,5223,Ouvrier mensuel                              
5283_20150101_29991231,5283,C01,2015-01-01,2999-12-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,5283,Employé                                      
61301_20180101_29991231,61301,C01,2018-01-01,2999-12-31 00:00:00,100.0,EMP     ,A1      ,2018-01-01,61301,Employé                                      
1481_20150101_29991231,1481,C01,2015-01-01,2999-12-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,1481,Employé                                      
1501_20150101_29991231,1501,C01,2015-01-01,2999-12-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,1501,Employé                                      
1501_20150101_29991231,1501,C01,2015-01-01,2999-12-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,1501,Employé                                      
2301_20150101_20160223,2301,C01,2015-01-01,2016-02-23 00:00:00,100.0,EMP     ,A1      ,2015-01-01,2301,Employé                                      
2301_20150101_20160223,2301,C01,2015-01-01,2016-02-23 00:00:00,100.0,EMP     ,A1      ,2015-01-01,2301,Employé                                      
2602_20140101_29991231,2602,C01,2014-01-01,2999-12-31 00:00:00,50.0,EMP     ,A1      ,2014-01-01,2602,Employé                                      
2602_20140101_29991231,2602,C01,2014-01-01,2999-12-31 00:00:00,50.0,EMP     ,A1      ,2014-01-01,2602,Employé                                      
2801_20150101_20150501,2801,C01,2015-01-01,2015-05-01 00:00:00,100.0,ADM     ,AD      ,2015-01-01,2801,Administrateur                               
2801_20150101_20150501,2801,C01,2015-01-01,2015-05-01 00:00:00,100.0,ADM     ,AD      ,2015-01-01,2801,Agent administratif                          
2841_20150113_20160303,2841,C01,2015-01-11,2016-03-03 00:00:00,100.0,ADM     ,AD      ,2015-01-13,2841,Administrateur                               
2841_20150111_20160303,2841,C01,2015-01-11,2016-03-03 00:00:00,100.0,ADM     ,AD      ,2015-01-11,2841,Administrateur                               
2841_20150113_20160303,2841,C01,2015-01-11,2016-03-03 00:00:00,100.0,ADM     ,AD      ,2015-01-13,2841,Agent administratif                          
2841_20150111_20160303,2841,C01,2015-01-11,2016-03-03 00:00:00,100.0,ADM     ,AD      ,2015-01-11,2841,Agent administratif                          
3102_20150101_29991231,3102,C01,2015-01-01,2999-12-31 00:00:00,100.0,EMP     ,IE      ,2015-01-01,3102,Employé                                      
182_20150904_29991231,182,C01,2015-09-04,2999-12-31 00:00:00,100.0,EMP     ,IE      ,2015-09-04,182,Employé                                      
3345_20130401_20150717,3345,C01,2013-04-01,2015-07-17 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3345,Employé                                      
3345_20130401_20150918,3345,C01,2015-07-18,2015-09-18 00:00:00,80.0,EMP     ,IE      ,2013-04-01,3345,Employé                                      
3345_20130401_20160301,3345,C01,2015-09-19,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2013-04-01,3345,Employé                                      
3364_20150701_20160301,3364,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3364,Employé                                      
3365_20150701_20160301,3365,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3365,Employé                                      
3366_20150701_20160605,3366,C01,2015-07-01,2016-06-05 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3366,Employé                                      
3367_20150701_20160301,3367,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3367,Employé                                      
3368_20150701_20161229,3368,C01,2015-07-01,2016-12-29 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3368,Employé                                      
3369_20150701_20160301,3369,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3369,Employé                                      
3370_20150701_20160301,3370,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,3370,Employé                                      
3311_20140401_20150831,3311,C01,2014-04-01,2015-08-31 00:00:00,100.0,EMP     ,PR      ,2014-04-01,3311,Employé                                      
3311_20140401_20160301,3311,C01,2015-09-01,2016-03-01 00:00:00,80.0,EMP     ,IE      ,2014-04-01,3311,Employé                                      
3312_20140401_20150828,3312,C01,2014-04-01,2015-08-28 00:00:00,100.0,EMP     ,IE      ,2014-04-01,3312,Employé                                      
3312_20140401_20160301,3312,C01,2015-09-01,2016-03-01 00:00:00,80.0,EMP     ,IE      ,2014-04-01,3312,Employé                                      
6415_20151001_20151020,6415,C01,2015-10-01,2015-10-20 00:00:00,100.0,OUM     ,OI      ,2015-10-01,6415,Ouvrier mensuel                              
6415_20151001_20160301,6415,C01,2015-10-21,2016-03-01 00:00:00,100.0,OUM     ,OI      ,2015-10-01,6415,Ouvrier mensuel                              
6416_20151001_20160301,6416,C01,2015-10-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-10-01,6416,Employé                                      
6417_20151001_20160301,6417,C01,2015-10-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-10-01,6417,Employé                                      
6418_20151001_20160301,6418,C01,2015-10-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-10-01,6418,Employé                                      
6419_20151001_20160301,6419,C01,2015-10-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-10-01,6419,Employé                                      
6420_20120701_20160301,6420,C01,2012-07-01,2016-03-01 00:00:00,100.0,PRE     ,IE      ,2012-07-01,6420,Prépensionné                                 
6421_20120701_20151014,6421,C01,2012-07-01,2015-10-14 00:00:00,100.0,EMP     ,IE      ,2012-07-01,6421,Employé                                      
6421_20120701_20160301,6421,C01,2015-10-15,2016-03-01 00:00:00,100.0,PRE     ,IE      ,2012-07-01,6421,Prépensionné                                 
6422_20120701_20160301,6422,C01,2012-07-01,2016-03-01 00:00:00,50.0,EMP     ,IE      ,2012-07-01,6422,Employé                                      
6423_20120701_20160301,6423,C01,2012-07-01,2016-03-01 00:00:00,50.0,EMP     ,IE      ,2012-07-01,6423,Employé                                      
6441_20140701_20160301,6441,C01,2014-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2014-07-01,6441,Employé                                      
6442_20120701_20150805,6442,C01,2012-07-01,2015-08-05 00:00:00,100.0,EMP     ,IE      ,2012-07-01,6442,Employé                                      
6443_20151101_20151128,6443,C01,2015-11-01,2015-11-28 00:00:00,100.0,EMP     ,IE      ,2015-11-01,6443,Employé                                      
6581_20150701_20160301,6581,C01,2015-07-01,2016-03-01 00:00:00,100.0,EMP     ,IE      ,2015-07-01,6581,Employé                                      
6624_20100101_20151130,6624,C01,2010-01-01,2015-11-30 00:00:00,100.0,EMP     ,IE      ,2010-01-01,6624,Employé                                      
6801_20150101_29991231,6801,C01,2015-01-01,2999-12-31 00:00:00,100.0,OUM     ,OI      ,2015-01-01,6801,Ouvrier mensuel                              
7041_20140101_20160214,7041,C01,2014-01-01,2016-02-14 00:00:00,100.0,EMP     ,IE      ,2014-01-01,7041,Employé                                      
6862_20151101_29991231,6862,C01,2015-11-01,2999-12-31 00:00:00,100.0,EMP     ,IE      ,2015-11-01,6862,Employé                                      
7302_20150101_20160214,7302,C01,2015-01-01,2016-02-14 00:00:00,100.0,EMP     ,IE      ,2015-01-01,7302,Employé                                      
8001_20150101_20150130,8001,C01,2015-01-01,2015-01-30 00:00:00,100.0,EMP     ,IE      ,2015-01-01,8001,Employé                                      
7421_20100101_20160214,7421,C01,2012-01-01,2016-02-14 00:00:00,100.0,EMP     ,IE      ,2010-01-01,7421,Employé                                      
8121_20150101_20160214,8121,C01,2015-01-01,2016-02-14 00:00:00,100.0,EMP     ,IE      ,2015-01-01,8121,Employé                                      
7421_20100101_20111231,7421,C01,2010-01-01,2011-12-31 00:00:00,100.0,EMP     ,IE      ,2010-01-01,7421,Employé                                      
7581_20150101_20150215,7581,C01,2015-01-01,2015-02-15 00:00:00,100.0,EMP     ,IE      ,2015-01-01,7581,Employé                                      
7601_20150901_20160214,7601,C01,2015-09-01,2016-02-14 00:00:00,100.0,EMP     ,IE      ,2015-09-01,7601,Employé                                      
7621_20150803_20160214,7621,C01,2015-08-03,2016-02-14 00:00:00,100.0,EMP     ,IE      ,2015-08-03,7621,Employé                                      
8141_20150101_20160214,8141,C01,2015-01-01,2016-02-14 00:00:00,100.0,EMP     ,IE      ,2015-01-01,8141,Employé                                      
8201_20150101_20160214,8201,C01,2015-01-01,2016-02-14 00:00:00,100.0,EMP     ,IE      ,2015-01-01,8201,Employé                                      
611_20150909_20150908,611,C01,2014-09-16,2015-09-08 00:00:00,100.0,AP1     ,DD      ,2015-09-09,611,Apprenti cadre                               
611_20150909_20150908,611,C01,2014-09-16,2015-09-08 00:00:00,100.0,AP1     ,DD      ,2015-09-09,611,Apprenti cadre                               
