ENTRY_EXIT_KEY,EMP_CODE,ENTRY_DATE,EXIT_DATE,ENTRY_PATTERN_CODE,EXIT_PATTERN_CODE,REASON_EXIT_CODE,LIB_ENTRY_PATTERN,LIB_EXIT_PATTERN,LIB_REASON_EXIT
82281_20150101_20160101,82281,2015-01-01,2016-01-01,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
82541_20151123_20190510,82541,2015-11-23,2019-05-10,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
82381_20190101_20190720,82381,2019-01-01,2019-07-20,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
82661_20190101_20190101,82661,2019-01-01,2019-01-01,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
57821_20160101_20160303,57821,2016-01-01,2016-03-03,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
73181_20180101_20180430,73181,2018-01-01,2018-04-30,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
73281_20180101_20180430,73281,2018-01-01,2018-04-30,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
57641_20180115_20180117,57641,2018-01-15,2018-01-17,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
58661_20180701_20210701,58661,2018-07-01,2021-07-01,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
59152_20170101_20180430,59152,2017-01-01,2018-04-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
59153_20170101_20180430,59153,2017-01-01,2018-04-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
59154_20170101_20180630,59154,2017-01-01,2018-06-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
59361_20180101_20180428,59361,2018-01-01,2018-04-28,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
59801_20180101_20180131,59801,2018-01-01,2018-01-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
82681_20180101_20180201,82681,2018-01-01,2018-02-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
83061_20191011_20191212,83061,2019-10-11,2019-12-12,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
83521_20191015_20191015,83521,2019-10-15,2019-10-15,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
58621_20171001_20171031,58621,2017-10-01,2017-10-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
60921_20180925_20180927,60921,2018-09-25,2018-09-27,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
60941_20160101_20180831,60941,2016-01-01,2018-08-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
74521_20101001_20121031,74521,2010-10-01,2012-10-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
74901_20180101_20180430,74901,2018-01-01,2018-04-30,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
59381_20180101_20180429,59381,2018-01-01,2018-04-29,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
60883_20180101_20180228,60883,2018-01-01,2018-02-28,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
61101_20100927_20111212,61101,2010-09-27,2011-12-12,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
83541_20180101_20190228,83541,2018-01-01,2019-02-28,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
85901_20190101_20210831,85901,2019-01-01,2021-08-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
86042_20190101_20190420,86042,2019-01-01,2019-04-20,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
63381_20120501_20131031,63381,2012-05-01,2013-10-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
63801_20180101_20180530,63801,2018-01-01,2018-05-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
63841_20180215_20180228,63841,2018-02-15,2018-02-28,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
75962_20190101_20190228,75962,2019-01-01,2019-02-28,003,003,TRANSF,Mutation                                     ,Mutation                                     ,Transféré - Valeur technique                 
76482_20170101_20191231,76482,2017-01-01,2019-12-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
63121_20170101_20170430,63121,2017-01-01,2017-04-30,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
63881_20180227_20180331,63881,2018-02-27,2018-03-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
63961_20130101_20150201,63961,2013-01-01,2015-02-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
86521_20190101_20191001,86521,2019-01-01,2019-10-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
86581_20160101_20190101,86581,2016-01-01,2019-01-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
86681_20170101_20170430,86681,2017-01-01,2017-04-30,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
86741_20190101_20190725,86741,2019-01-01,2019-07-25,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
86921_20160101_20190101,86921,2016-01-01,2019-01-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
64721_20170101_20181127,64721,2017-01-01,2018-11-27,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
118362_20170130_20210202,118362,2017-01-30,2021-02-02,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
76601_20180301_20190505,76601,2018-03-01,2019-05-05,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
76702_20190101_20200309,76702,2019-01-01,2020-03-09,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
87181_20170110_20170701,87181,2017-01-10,2017-07-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
87381_20160101_20160201,87381,2016-01-01,2016-02-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
87401_20160101_20170815,87401,2016-01-01,2017-08-15,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
87601_20190101_20190610,87601,2019-01-01,2019-06-10,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
69984_20180411_20180711,69984,2018-04-11,2018-07-11,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
69988_20180411_20180731,69988,2018-04-11,2018-07-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
69989_20180411_20180711,69989,2018-04-11,2018-07-11,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
69991_20180411_20180731,69991,2018-04-11,2018-07-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
70021_20180711_20180722,70021,2018-07-11,2018-07-22,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
70042_20180711_20180722,70042,2018-07-11,2018-07-22,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
68141_20180101_20180531,68141,2018-01-01,2018-05-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
68522_20180101_20181231,68522,2018-01-01,2018-12-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
71994_20190520_20190531,71994,2019-05-20,2019-05-31,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
70044_20180711_20180722,70044,2018-07-11,2018-07-22,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
80081_20190422_20190510,80081,2019-04-22,2019-05-10,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
80081_20190525_20190610,80081,2019-05-25,2019-06-10,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
77341_20180101_20190201,77341,2018-01-01,2019-02-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
77401_20170101_20181231,77401,2017-01-01,2018-12-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
77864_20180201_20180228,77864,2018-02-01,2018-02-28,002,004,FINESS,Réembauche                                   ,Sortie                                       ,Fin de période d'essai                       
78021_20170101_20181029,78021,2017-01-01,2018-10-29,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
77864_20180301_20180331,77864,2018-03-01,2018-03-31,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
69061_20180101_20190315,69061,2018-01-01,2019-03-15,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
69361_20180101_20180210,69361,2018-01-01,2018-02-10,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
69941_20180412_20180520,69941,2018-04-12,2018-05-20,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
80081_20190701_20190705,80081,2019-07-01,2019-07-05,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
80081_20190712_20190720,80081,2019-07-12,2019-07-20,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
80081_20191201_20200215,80081,2019-12-01,2020-02-15,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
69061_20190715_20190915,69061,2019-07-15,2019-09-15,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
80621_20190101_20190601,80621,2019-01-01,2019-06-01,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
80622_20190101_20190731,80622,2019-01-01,2019-07-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
78042_20180501_20181231,78042,2018-05-01,2018-12-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
80641_20180101_20180110,80641,2018-01-01,2018-01-10,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
80081_20190722_20190801,80081,2019-07-22,2019-08-01,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
67721_20190803_20200305,67721,2019-08-03,2020-03-05,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
81061_20190101_20190510,81061,2019-01-01,2019-05-10,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
81381_20180102_20180107,81381,2018-01-02,2018-01-07,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
80661_20151123_20190510,80661,2015-11-23,2019-05-10,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
81761_20180301_20180402,81761,2018-03-01,2018-04-02,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
81801_20180301_20180331,81801,2018-03-01,2018-03-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
81901_20181101_20190131,81901,2018-11-01,2019-01-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
81981_20190101_20190320,81981,2019-01-01,2019-03-20,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
82061_20190101_20190221,82061,2019-01-01,2019-02-21,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
81241_20180101_20190920,81241,2018-01-01,2019-09-20,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
82403_20150101_20171201,82403,2015-01-01,2017-12-01,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
82403_20180101_20180501,82403,2018-01-01,2018-05-01,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
82581_20180101_20190831,82581,2018-01-01,2019-08-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
81561_20190101_20190320,81561,2019-01-01,2019-03-20,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
82141_20180301_20230301,82141,2018-03-01,2023-03-01,002,004,CHOTOT,Réembauche                                   ,Sortie                                       ,Chômage total                                
82101_20190101_20190225,82101,2019-01-01,2019-02-25,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
81541_20190101_20220101,81541,2019-01-01,2022-01-01,001,004,CHOTOT,Nouvelle entrée                              ,Sortie                                       ,Chômage total                                
82301_20130201_20130327,82301,2013-02-01,2013-03-27,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
82341_20190101_20200115,82341,2019-01-01,2020-01-15,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
82367_20130220_20130315,82367,2013-02-20,2013-03-15,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
113642_20130101_20200515,113642,2013-01-01,2020-05-15,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
113662_20190101_20200720,113662,2019-01-01,2020-07-20,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
83461_20160101_20191231,83461,2016-01-01,2019-12-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
86105_20101001_20191020,86105,2010-10-01,2019-10-20,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
86961_20150101_20160630,86961,2015-01-01,2016-06-30,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
86561_19720301_20121231,86561,1972-03-01,2012-12-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
87141_20190101_20190201,87141,2019-01-01,2019-02-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
87481_20160101_20190101,87481,2016-01-01,2019-01-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
87501_20130101_20131231,87501,2013-01-01,2013-12-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
83401_20190101_20190720,83401,2019-01-01,2019-07-20,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
83641_20190101_20200118,83641,2019-01-01,2020-01-18,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
86101_20150101_20190731,86101,2015-01-01,2019-07-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
86881_20150101_20160630,86881,2015-01-01,2016-06-30,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
87661_20190101_20190125,87661,2019-01-01,2019-01-25,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
87681_20190101_20190510,87681,2019-01-01,2019-05-10,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
86122_20190302_20190306,86122,2019-03-02,2019-03-06,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
86541_20160101_20191001,86541,2016-01-01,2019-10-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
86801_20160101_20190101,86801,2016-01-01,2019-01-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
86842_20160101_20190101,86842,2016-01-01,2019-01-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
87241_20180301_20200309,87241,2018-03-01,2020-03-09,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
87341_20160101_20160201,87341,2016-01-01,2016-02-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
56542_20160101_20180420,56542,2016-01-01,2018-04-20,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
56682_20180101_20180510,56682,2018-01-01,2018-05-10,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
56701_20180101_20180330,56701,2018-01-01,2018-03-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
55541_20180501_20181101,55541,2018-05-01,2018-11-01,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
57481_20170601_20171130,57481,2017-06-01,2017-11-30,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
57521_20160101_20160430,57521,2016-01-01,2016-04-30,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
57521_20160601_20161130,57521,2016-06-01,2016-11-30,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
57521_20170101_20171130,57521,2017-01-01,2017-11-30,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
57521_20180101_20180601,57521,2018-01-01,2018-06-01,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
70161_19770902_20121031,70161,1977-09-02,2012-10-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
70181_20130101_20190101,70181,2013-01-01,2019-01-01,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
70421_20180411_20180911,70421,2018-04-11,2018-09-11,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
70423_20180411_20180711,70423,2018-04-11,2018-07-11,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
70428_20180411_20180711,70428,2018-04-11,2018-07-11,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
70441_20180728_20180731,70441,2018-07-28,2018-07-31,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
78501_20180101_20180430,78501,2018-01-01,2018-04-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
79021_20190201_20190831,79021,2019-02-01,2019-08-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
87441_20170720_20170815,87441,2017-07-20,2017-08-15,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
87442_20170720_20170815,87442,2017-07-20,2017-08-15,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
55021_20180101_20180731,55021,2018-01-01,2018-07-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
56601_20180101_20180410,56601,2018-01-01,2018-04-10,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
56921_20180101_20180531,56921,2018-01-01,2018-05-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
58581_20171001_20180401,58581,2017-10-01,2018-04-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
58481_20180101_20180505,58481,2018-01-01,2018-05-05,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
58201_20160101_20160203,58201,2016-01-01,2016-02-03,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
58741_20180101_20180214,58741,2018-01-01,2018-02-14,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
70446_20180721_20180725,70446,2018-07-21,2018-07-25,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
70446_20180726_20180731,70446,2018-07-26,2018-07-31,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
70641_20170803_20170904,70641,2017-08-03,2017-09-04,002,004,VOLUNT,Réembauche                                   ,Sortie                                       ,Interruption volontaire                      
71121_19770902_20121031,71121,1977-09-02,2012-10-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
57661_20180901_20180925,57661,2018-09-01,2018-09-25,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
57801_20170901_20180301,57801,2017-09-01,2018-03-01,002,004,VOLUNT,Réembauche                                   ,Sortie                                       ,Interruption volontaire                      
58021_20170425_20181026,58021,2017-04-25,2018-10-26,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
58041_20170408_20171130,58041,2017-04-08,2017-11-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
58061_20160801_20170422,58061,2016-08-01,2017-04-22,002,004,VOLUNT,Réembauche                                   ,Sortie                                       ,Interruption volontaire                      
58081_20170408_20171130,58081,2017-04-08,2017-11-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
58381_20170201_20170331,58381,2017-02-01,2017-03-31,002,004,VOLUNT,Réembauche                                   ,Sortie                                       ,Interruption volontaire                      
58521_20160101_20160131,58521,2016-01-01,2016-01-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
70561_20180525_20180617,70561,2018-05-25,2018-06-17,002,004,VOLUNT,Réembauche                                   ,Sortie                                       ,Interruption volontaire                      
70954_20181016_20190212,70954,2018-10-16,2019-02-12,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
70955_20170816_20190131,70955,2017-08-16,2019-01-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
70957_20181016_20190212,70957,2018-10-16,2019-02-12,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
70961_20181016_20190131,70961,2018-10-16,2019-01-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
71021_20081202_20190201,71021,2008-12-02,2019-02-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
70963_20181016_20190131,70963,2018-10-16,2019-01-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
58841_20170101_20180515,58841,2017-01-01,2018-05-15,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
59201_20180101_20280527,59201,2018-01-01,2028-05-27,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
59321_20180115_20180528,59321,2018-01-15,2018-05-28,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
61021_20180101_20180430,61021,2018-01-01,2018-04-30,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
70045_20180711_20180714,70045,2018-07-11,2018-07-14,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
70046_20180711_20180916,70046,2018-07-11,2018-09-16,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
70045_20180717_20180720,70045,2018-07-17,2018-07-20,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
70045_20180721_20180725,70045,2018-07-21,2018-07-25,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
70045_20180726_20180731,70045,2018-07-26,2018-07-31,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
70045_20180801_20180805,70045,2018-08-01,2018-08-05,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
70374_20181016_20190212,70374,2018-10-16,2019-02-12,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
70375_20170816_20190131,70375,2017-08-16,2019-01-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
70377_20181016_20190212,70377,2018-10-16,2019-02-12,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
70381_20181016_20190131,70381,2018-10-16,2019-01-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
55061_20170216_20170327,55061,2017-02-16,2017-03-27,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
58761_20180101_20180501,58761,2018-01-01,2018-05-01,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
59781_20180210_20180428,59781,2018-02-10,2018-04-28,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
60821_20180101_20180201,60821,2018-01-01,2018-02-01,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
60961_20160101_20180831,60961,2016-01-01,2018-08-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
71915_20180711_20180731,71915,2018-07-11,2018-07-31,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
72661_20180101_20180430,72661,2018-01-01,2018-04-30,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
73261_20190219_20190220,73261,2019-02-19,2019-02-20,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
52361_20180501_20180531,52361,2018-05-01,2018-05-31,002,004,ENDCTR,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
76781_20180101_20180101,76781,2018-01-01,2018-01-01,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
76401_20170101_20190201,76401,2017-01-01,2019-02-01,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
56842_20180101_20190718,56842,2018-01-01,2019-07-18,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
57481_20160101_20160430,57481,2016-01-01,2016-04-30,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
57481_20170101_20170430,57481,2017-01-01,2017-04-30,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
61521_20180101_20190718,61521,2018-01-01,2019-07-18,001,004,CHOTOT,Nouvelle entrée                              ,Sortie                                       ,Chômage total                                
70383_20181016_20190131,70383,2018-10-16,2019-01-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
70641_20170110_20170410,70641,2017-01-10,2017-04-10,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
71122_20180101_20180331,71122,2018-01-01,2018-03-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
118322_20190316_20210202,118322,2019-03-16,2021-02-02,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
63341_20180101_20181126,63341,2018-01-01,2018-11-26,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
118562_20191001_20200928,118562,2019-10-01,2020-09-28,001,004,DECEAS,Nouvelle entrée                              ,Sortie                                       ,Décédé                                       
