ENTRY_EXIT_KEY,EMP_CODE,ENTRY_DATE,EXIT_DATE,ENTRY_PATTERN_CODE,EXIT_PATTERN_CODE,REASON_EXIT_CODE,LIB_ENTRY_PATTERN,LIB_EXIT_PATTERN,LIB_REASON_EXIT
1162_19990412_20121231,1162,1999-04-12,2012-12-31,001,004,TRANSF,Nouvelle entrée                              ,Sortie                                       ,Transféré - Valeur technique                 
22103_20130101_20130701,22103,2013-01-01,2013-07-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
26301_20160101_20160331,26301,2016-01-01,2016-03-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
27361_20140101_20140224,27361,2014-01-01,2014-02-24,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
24721_20140101_20160715,24721,2014-01-01,2016-07-15,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
27721_20160101_20160609,27721,2016-01-01,2016-06-09,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
27741_20160101_20160609,27741,2016-01-01,2016-06-09,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
40281_20170101_20170115,40281,2017-01-01,2017-01-15,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
22481_20150101_20150430,22481,2015-01-01,2015-04-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
23581_20160101_20160714,23581,2016-01-01,2016-07-14,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
26062_20160701_20160930,26062,2016-07-01,2016-09-30,002,004,VOLUNT,Réembauche                                   ,Sortie                                       ,Interruption volontaire                      
27124_20160201_20160707,27124,2016-02-01,2016-07-07,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
118462_20201102_20201120,118462,2020-11-02,2020-11-20,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
21602_20150101_20150224,21602,2015-01-01,2015-02-24,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
22861_20160101_20160430,22861,2016-01-01,2016-04-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
22921_20150101_20151001,22921,2015-01-01,2015-10-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
22922_20150101_20151001,22922,2015-01-01,2015-10-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
23382_20010301_20170302,23382,2001-03-01,2017-03-02,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
27861_20150101_20160101,27861,2015-01-01,2016-01-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
28121_20160101_20160310,28121,2016-01-01,2016-03-10,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
28221_20160101_20160118,28221,2016-01-01,2016-01-18,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
28461_20151201_20161031,28461,2015-12-01,2016-10-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
28481_20150101_20160225,28481,2015-01-01,2016-02-25,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
490_20060101_20160222,490,2006-01-01,2016-02-22,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
491_20060101_20160223,491,2006-01-01,2016-02-23,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
514_20140101_20140707,514,2014-01-01,2014-07-07,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
514_20150101_20220605,514,2015-01-01,2022-06-05,002,003,TRANSF,Réembauche                                   ,Mutation                                     ,Transféré - Valeur technique                 
5421_20150701_20161212,5421,2015-07-01,2016-12-12,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
21601_20150101_20150225,21601,2015-01-01,2015-02-25,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
23561_20160101_20160331,23561,2016-01-01,2016-03-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
26881_20160903_20160903,26881,2016-09-03,2016-09-03,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
24881_20150101_20160101,24881,2015-01-01,2016-01-01,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
26541_20160101_20160630,26541,2016-01-01,2016-06-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
29401_20160101_20160610,29401,2016-01-01,2016-06-10,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
29421_20160101_20160610,29421,2016-01-01,2016-06-10,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
1178_20010401_20121231,1178,2001-04-01,2012-12-31,001,004,TRANSF,Nouvelle entrée                              ,Sortie                                       ,Transféré - Valeur technique                 
1179_19991001_20131130,1179,1999-10-01,2013-11-30,001,004,TRANSF,Nouvelle entrée                              ,Sortie                                       ,Transféré - Valeur technique                 
35321_20150211_20150213,35321,2015-02-11,2015-02-13,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
35321_20150617_20150619,35321,2015-06-17,2015-06-19,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
35321_20150626_20150626,35321,2015-06-26,2015-06-26,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
35321_20150703_20150703,35321,2015-07-03,2015-07-03,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
35321_20150713_20150717,35321,2015-07-13,2015-07-17,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
25301_20130101_20160627,25301,2013-01-01,2016-06-27,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
27261_20160615_20160831,27261,2016-06-15,2016-08-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
27864_20160101_20160310,27864,2016-01-01,2016-03-10,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
27866_20150101_20160109,27866,2015-01-01,2016-01-09,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
40502_20170103_20170611,40502,2017-01-03,2017-06-11,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
40601_20161201_20170228,40601,2016-12-01,2017-02-28,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
40661_20160101_20170201,40661,2016-01-01,2017-02-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
40901_20160101_20170301,40901,2016-01-01,2017-03-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
40981_20160101_20170226,40981,2016-01-01,2017-02-26,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
41181_20170529_20170602,41181,2017-05-29,2017-06-02,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
41261_20170101_20190916,41261,2017-01-01,2019-09-16,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
26062_20150415_20160413,26062,2015-04-15,2016-04-13,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
35321_20150727_20160322,35321,2015-07-27,2016-03-22,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
35501_20150211_20150213,35501,2015-02-11,2015-02-13,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
37161_20170411_20170414,37161,2017-04-11,2017-04-14,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
37161_20170418_20170419,37161,2017-04-18,2017-04-19,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
22261_20160101_20160312,22261,2016-01-01,2016-03-12,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
24621_20150101_20160615,24621,2015-01-01,2016-06-15,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
41661_20140801_20140822,41661,2014-08-01,2014-08-22,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
41661_20140901_20140925,41661,2014-09-01,2014-09-25,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
41661_20141222_20141227,41661,2014-12-22,2014-12-27,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
41661_20150103_20150127,41661,2015-01-03,2015-01-27,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
41661_20150227_20150228,41661,2015-02-27,2015-02-28,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
25583_20140101_20140127,25583,2014-01-01,2014-01-27,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
27081_20160101_20161130,27081,2016-01-01,2016-11-30,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
31162_20170120_20170122,31162,2017-01-20,2017-01-22,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
31222_20170120_20170122,31222,2017-01-20,2017-01-22,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
31302_20161101_20161223,31302,2016-11-01,2016-12-23,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
31321_20161101_20161206,31321,2016-11-01,2016-12-06,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
31341_20161112_20161206,31341,2016-11-12,2016-12-06,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
31342_20161112_20161206,31342,2016-11-12,2016-12-06,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
31343_20170201_20170222,31343,2017-02-01,2017-02-22,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
38443_20170603_20170603,38443,2017-06-03,2017-06-03,002,004,VOLUNT,Réembauche                                   ,Sortie                                       ,Interruption volontaire                      
47861_20140101_20151031,47861,2014-01-01,2015-10-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
48701_20171001_20171229,48701,2017-10-01,2017-12-29,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
29141_20150101_20151231,29141,2015-01-01,2015-12-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
42321_20170101_20170913,42321,2017-01-01,2017-09-13,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
42421_20170101_20170915,42421,2017-01-01,2017-09-15,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
42863_20170101_20170228,42863,2017-01-01,2017-02-28,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
43181_20170101_20170331,43181,2017-01-01,2017-03-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
121682_20201001_20201128,121682,2020-10-01,2020-11-28,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
32101_20170101_20170501,32101,2017-01-01,2017-05-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
48881_20171101_20171229,48881,2017-11-01,2017-12-29,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
49141_20170101_20170228,49141,2017-01-01,2017-02-28,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
49761_20171016_20180112,49761,2017-10-16,2018-01-12,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
29621_20150101_20150531,29621,2015-01-01,2015-05-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
29701_20161101_20161130,29701,2016-11-01,2016-11-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
30102_20150101_20170131,30102,2015-01-01,2017-01-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
30261_20150101_20161231,30261,2015-01-01,2016-12-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
30341_20160201_20160310,30341,2016-02-01,2016-03-10,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
30342_20150101_20161231,30342,2015-01-01,2016-12-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
43741_20140101_20140625,43741,2014-01-01,2014-06-25,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
44523_20160101_20170301,44523,2016-01-01,2017-03-01,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
44761_20170125_20170125,44761,2017-01-25,2017-01-25,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
32502_20120101_20131230,32502,2012-01-01,2013-12-30,001,004,FINESS,Nouvelle entrée                              ,Sortie                                       ,Fin de période d'essai                       
33101_20161201_20170331,33101,2016-12-01,2017-03-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
33481_20160101_20160101,33481,2016-01-01,2016-01-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
33561_20140307_20161207,33561,2014-03-07,2016-12-07,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
50021_20170101_20170430,50021,2017-01-01,2017-04-30,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
50341_20170101_20180430,50341,2017-01-01,2018-04-30,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
50821_20150101_20150131,50821,2015-01-01,2015-01-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
51221_20180101_20180601,51221,2018-01-01,2018-06-01,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
30663_20160104_20190502,30663,2016-01-04,2019-05-02,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
30621_20160101_20160130,30621,2016-01-01,2016-01-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
30922_20160301_20160525,30922,2016-03-01,2016-05-25,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
31443_20170201_20170222,31443,2017-02-01,2017-02-22,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
31462_20170201_20170222,31462,2017-02-01,2017-02-22,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
31463_20161101_20161201,31463,2016-11-01,2016-12-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
31521_20150101_20151001,31521,2015-01-01,2015-10-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
34122_20150501_20180505,34122,2015-05-01,2018-05-05,001,004,DECES ,Nouvelle entrée                              ,Sortie                                       ,"Décès, disparition                           "
34181_20170301_20170303,34181,2017-03-01,2017-03-03,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
34181_20170305_20170310,34181,2017-03-05,2017-03-10,002,004,ENDCTR,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
35321_20150601_20150605,35321,2015-06-01,2015-06-05,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
51721_20171001_20181231,51721,2017-10-01,2018-12-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
51801_20170101_20181230,51801,2017-01-01,2018-12-30,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
31903_20140101_20170101,31903,2014-01-01,2017-01-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
34401_20170101_20170117,34401,2017-01-01,2017-01-17,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
45021_20171001_20171111,45021,2017-10-01,2017-11-11,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
45061_20160101_20160630,45061,2016-01-01,2016-06-30,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
45121_20170101_20170930,45121,2017-01-01,2017-09-30,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
45421_20170101_20170131,45421,2017-01-01,2017-01-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
45821_20170101_20180210,45821,2017-01-01,2018-02-10,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
30181_20150101_20150301,30181,2015-01-01,2015-03-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
30521_20170101_20230301,30521,2017-01-01,2023-03-01,001,004,CHOTOT,Nouvelle entrée                              ,Sortie                                       ,Chômage total                                
30822_20161201_20161231,30822,2016-12-01,2016-12-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
49221_20180126_20180718,49221,2018-01-26,2018-07-18,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
49281_20180101_20190709,49281,2018-01-01,2019-07-09,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
49901_20170101_20170131,49901,2017-01-01,2017-01-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
49941_20170101_20170119,49941,2017-01-01,2017-01-19,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
50601_20170101_20170128,50601,2017-01-01,2017-01-28,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
50701_20160225_20170131,50701,2016-02-25,2017-01-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
50721_20170201_20180131,50721,2017-02-01,2018-01-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
35321_20150120_20150122,35321,2015-01-20,2015-01-22,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
35321_20150407_20150413,35321,2015-04-07,2015-04-13,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
35821_20170101_20170117,35821,2017-01-01,2017-01-17,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
35721_20150617_20150619,35721,2015-06-17,2015-06-19,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
37161_20150928_20151017,37161,2015-09-28,2015-10-17,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
30922_20161115_20161222,30922,2016-11-15,2016-12-22,002,004,VOLUNT,Réembauche                                   ,Sortie                                       ,Interruption volontaire                      
30922_20160801_20161020,30922,2016-08-01,2016-10-20,002,004,VOLUNT,Réembauche                                   ,Sortie                                       ,Interruption volontaire                      
31241_20161203_20161217,31241,2016-12-03,2016-12-17,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
35321_20150511_20150518,35321,2015-05-11,2015-05-18,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
32061_20160104_20160201,32061,2016-01-04,2016-02-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
51301_20160501_20180228,51301,2016-05-01,2018-02-28,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
51701_20171001_20181231,51701,2017-10-01,2018-12-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
51781_20180101_20180215,51781,2018-01-01,2018-02-15,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
38442_20170301_20170303,38442,2017-03-01,2017-03-03,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
38721_20170615_20170615,38721,2017-06-15,2017-06-15,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
52163_20171113_20210101,52163,2017-11-13,2021-01-01,002,004,FINCON,Réembauche                                   ,Sortie                                       ,Fin de contrat                               
38461_20170601_20170601,38461,2017-06-01,2017-06-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
38461_20170603_20170603,38461,2017-06-03,2017-06-03,002,004,VOLUNT,Réembauche                                   ,Sortie                                       ,Interruption volontaire                      
47242_20160101_20160429,47242,2016-01-01,2016-04-29,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
47261_20170622_20171010,47261,2017-06-22,2017-10-10,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
47901_20140101_20151031,47901,2014-01-01,2015-10-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
47901_20151101_20160511,47901,2015-11-01,2016-05-11,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
47901_20160512_20170331,47901,2016-05-12,2017-03-31,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
48001_20160101_20160220,48001,2016-01-01,2016-02-20,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
51921_20160311_20160831,51921,2016-03-11,2016-08-31,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
51921_20170619_20171106,51921,2017-06-19,2017-11-06,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
51941_20170619_20171106,51941,2017-06-19,2017-11-06,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
52021_20170101_20170120,52021,2017-01-01,2017-01-20,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
52122_20170619_20171106,52122,2017-06-19,2017-11-06,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
34201_20160201_20160228,34201,2016-02-01,2016-02-28,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
52421_20180101_20180430,52421,2018-01-01,2018-04-30,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
52801_20180101_20190201,52801,2018-01-01,2019-02-01,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
53361_20120301_20200309,53361,2012-03-01,2020-03-09,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
53681_20180115_20180220,53681,2018-01-15,2018-02-20,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
53941_20170101_20170331,53941,2017-01-01,2017-03-31,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
54382_20180101_20180125,54382,2018-01-01,2018-01-25,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
48981_20170101_20170228,48981,2017-01-01,2017-02-28,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
54301_20180101_20180923,54301,2018-01-01,2018-09-23,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
54361_20180101_20180930,54361,2018-01-01,2018-09-30,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
54441_20180101_20180228,54441,2018-01-01,2018-02-28,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
54601_20131011_20181231,54601,2013-10-11,2018-12-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
54641_20170501_20170531,54641,2017-05-01,2017-05-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
54801_20180201_20180430,54801,2018-02-01,2018-04-30,002,004,VOLUNT,Réembauche                                   ,Sortie                                       ,Interruption volontaire                      
54801_20010117_20180131,54801,2001-01-17,2018-01-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
54841_20010117_20180131,54841,2001-01-17,2018-01-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
54841_20180201_20180430,54841,2018-02-01,2018-04-30,002,004,VOLUNT,Réembauche                                   ,Sortie                                       ,Interruption volontaire                      
54881_20180101_20180301,54881,2018-01-01,2018-03-01,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
54921_20180501_20180505,54921,2018-05-01,2018-05-05,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
54921_20180506_20220130,54921,2018-05-06,2022-01-30,002,003,TRANSF,Réembauche                                   ,Mutation                                     ,Transféré - Valeur technique                 
49761_20170615_20170913,49761,2017-06-15,2017-09-13,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
50261_20160101_20160331,50261,2016-01-01,2016-03-31,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
50581_20160101_20161010,50581,2016-01-01,2016-10-10,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
50841_20150101_20150131,50841,2015-01-01,2015-01-31,001,004,ENDCTR,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
52741_20170101_20170227,52741,2017-01-01,2017-02-27,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
52822_20170613_20171130,52822,2017-06-13,2017-11-30,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
53785_20170101_20170227,53785,2017-01-01,2017-02-27,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
21781_20160101_20160531,21781,2016-01-01,2016-05-31,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
33161_20150401_20150630,33161,2015-04-01,2015-06-30,001,003,TRANSF,Nouvelle entrée                              ,Mutation                                     ,Transféré - Valeur technique                 
34601_20100101_20170411,34601,2010-01-01,2017-04-11,001,004,DECES ,Nouvelle entrée                              ,Sortie                                       ,"Décès, disparition                           "
34641_20160101_20170101,34641,2016-01-01,2017-01-01,001,004,VOLUNT,Nouvelle entrée                              ,Sortie                                       ,Interruption volontaire                      
20601_20150101_20220410,20601,2015-01-01,2022-04-10,001,004,DEMISS,Nouvelle entrée                              ,Sortie                                       ,Démission                                    
20602_20150101_20150331,20602,2015-01-01,2015-03-31,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
20981_20120619_20121218,20981,2012-06-19,2012-12-18,001,004,FINCON,Nouvelle entrée                              ,Sortie                                       ,Fin de contrat                               
22061_20151226_20151227,22061,2015-12-26,2015-12-27,002,004,DEMISS,Réembauche                                   ,Sortie                                       ,Démission                                    
